,broodYr,dist,stream,fwAge,oAge,return,retYr,System,StreamID,DistrictID_alternate,dist_name
4807,2005,325,2,3,4,0,2013,Nushagak,700,1,Nushagak
4808,2006,325,2,0,1,0,2008,Nushagak,700,1,Nushagak
4809,2006,325,2,0,2,0,2009,Nushagak,700,1,Nushagak
4810,2006,325,2,0,3,7.279433574,2010,Nushagak,700,1,Nushagak
4811,2006,325,2,0,4,1.441066332,2011,Nushagak,700,1,Nushagak
4812,2006,325,2,0,5,0,2012,Nushagak,700,1,Nushagak
4813,2006,325,2,1,1,1.11E-12,2009,Nushagak,700,1,Nushagak
4814,2006,325,2,1,2,104.7398474,2010,Nushagak,700,1,Nushagak
4815,2006,325,2,1,3,1017.213646,2011,Nushagak,700,1,Nushagak
4816,2006,325,2,1,4,94.20279802,2012,Nushagak,700,1,Nushagak
4817,2006,325,2,1,5,0,2013,Nushagak,700,1,Nushagak
4818,2006,325,2,2,1,0,2010,Nushagak,700,1,Nushagak
4819,2006,325,2,2,2,5.282213902,2011,Nushagak,700,1,Nushagak
4820,2006,325,2,2,3,7.389681156,2012,Nushagak,700,1,Nushagak
4821,2006,325,2,2,4,0,2013,Nushagak,700,1,Nushagak
4822,2006,325,2,3,1,0,2011,Nushagak,700,1,Nushagak
4823,2006,325,2,3,2,0,2012,Nushagak,700,1,Nushagak
4824,2006,325,2,3,3,0,2013,Nushagak,700,1,Nushagak
4825,2006,325,2,3,4,0,2014,Nushagak,700,1,Nushagak
4826,2007,325,2,0,1,0,2009,Nushagak,700,1,Nushagak
4827,2007,325,2,0,2,4.695942036,2010,Nushagak,700,1,Nushagak
4828,2007,325,2,0,3,53.63648512,2011,Nushagak,700,1,Nushagak
4829,2007,325,2,0,4,9.82069061,2012,Nushagak,700,1,Nushagak
4830,2007,325,2,0,5,0,2013,Nushagak,700,1,Nushagak
4831,2007,325,2,1,1,1.034016597,2010,Nushagak,700,1,Nushagak
4832,2007,325,2,1,2,30.8832396,2011,Nushagak,700,1,Nushagak
4833,2007,325,2,1,3,750.2915287,2012,Nushagak,700,1,Nushagak
4834,2007,325,2,1,4,54.9190992,2013,Nushagak,700,1,Nushagak
4835,2007,325,2,1,5,0,2014,Nushagak,700,1,Nushagak
4836,2007,325,2,2,1,0,2011,Nushagak,700,1,Nushagak
4837,2007,325,2,2,2,2.32E-12,2012,Nushagak,700,1,Nushagak
4838,2007,325,2,2,3,6.508400047,2013,Nushagak,700,1,Nushagak
4839,2007,325,2,2,4,0,2014,Nushagak,700,1,Nushagak
4840,2007,325,2,3,1,0,2012,Nushagak,700,1,Nushagak
4841,2007,325,2,3,2,0,2013,Nushagak,700,1,Nushagak
4842,2007,325,2,3,3,0,2014,Nushagak,700,1,Nushagak
4843,2007,325,2,3,4,0,2015,Nushagak,700,1,Nushagak
4844,2008,325,2,0,1,0,2010,Nushagak,700,1,Nushagak
4845,2008,325,2,0,2,2.63E-12,2011,Nushagak,700,1,Nushagak
4846,2008,325,2,0,3,10.87451413,2012,Nushagak,700,1,Nushagak
4847,2008,325,2,0,4,0,2013,Nushagak,700,1,Nushagak
4848,2008,325,2,0,5,0,2014,Nushagak,700,1,Nushagak
4849,2008,325,2,1,1,1.273498795,2011,Nushagak,700,1,Nushagak
4850,2008,325,2,1,2,163.5533675,2012,Nushagak,700,1,Nushagak
4851,2008,325,2,1,3,1834.254077,2013,Nushagak,700,1,Nushagak
4852,2008,325,2,1,4,142.1934911,2014,Nushagak,700,1,Nushagak
4853,2008,325,2,1,5,0,2015,Nushagak,700,1,Nushagak
4854,2008,325,2,2,1,0,2012,Nushagak,700,1,Nushagak
4855,2008,325,2,2,2,4.818235172,2013,Nushagak,700,1,Nushagak
4856,2008,325,2,2,3,12.27888954,2014,Nushagak,700,1,Nushagak
4857,2008,325,2,2,4,3.80E-12,2015,Nushagak,700,1,Nushagak
4858,2008,325,2,3,1,0,2013,Nushagak,700,1,Nushagak
4859,2008,325,2,3,2,0,2014,Nushagak,700,1,Nushagak
4860,2008,325,2,3,3,0,2015,Nushagak,700,1,Nushagak
4861,2008,325,2,3,4,0,2016,Nushagak,700,1,Nushagak
4862,2009,325,2,0,1,0,2011,Nushagak,700,1,Nushagak
4863,2009,325,2,0,2,0.997351974,2012,Nushagak,700,1,Nushagak
4864,2009,325,2,0,3,11.3065999,2013,Nushagak,700,1,Nushagak
4865,2009,325,2,0,4,3.408363517,2014,Nushagak,700,1,Nushagak
4866,2009,325,2,0,5,0,2015,Nushagak,700,1,Nushagak
4867,2009,325,2,1,1,0.627124101,2012,Nushagak,700,1,Nushagak
4868,2009,325,2,1,2,97.89726739,2013,Nushagak,700,1,Nushagak
4869,2009,325,2,1,3,1139.868374,2014,Nushagak,700,1,Nushagak
4870,2009,325,2,1,4,25.69275258,2015,Nushagak,700,1,Nushagak
4871,2009,325,2,1,5,0,2016,Nushagak,700,1,Nushagak
4872,2009,325,2,2,1,0,2013,Nushagak,700,1,Nushagak
4873,2009,325,2,2,2,4.71267153,2014,Nushagak,700,1,Nushagak
4874,2009,325,2,2,3,3.32E-12,2015,Nushagak,700,1,Nushagak
4875,2009,325,2,2,4,3.32E-12,2016,Nushagak,700,1,Nushagak
4876,2009,325,2,3,1,0,2014,Nushagak,700,1,Nushagak
4877,2009,325,2,3,2,0,2015,Nushagak,700,1,Nushagak
4878,2009,325,2,3,3,0,2016,Nushagak,700,1,Nushagak
4879,2009,325,2,3,4,0,2017,Nushagak,700,1,Nushagak
4880,2010,325,2,0,1,0,2012,Nushagak,700,1,Nushagak
4881,2010,325,2,0,2,0,2013,Nushagak,700,1,Nushagak
4882,2010,325,2,0,3,4.532587681,2014,Nushagak,700,1,Nushagak
4883,2010,325,2,0,4,0,2015,Nushagak,700,1,Nushagak
4884,2010,325,2,0,5,0,2016,Nushagak,700,1,Nushagak
4885,2010,325,2,1,1,1.62E-12,2013,Nushagak,700,1,Nushagak
4886,2010,325,2,1,2,203.0178328,2014,Nushagak,700,1,Nushagak
4887,2010,325,2,1,3,2223.152684,2015,Nushagak,700,1,Nushagak
4888,2010,325,2,1,4,16.02999517,2016,Nushagak,700,1,Nushagak
4889,2010,325,2,1,5,0,2017,Nushagak,700,1,Nushagak
4890,2010,325,2,2,1,1.04E-12,2014,Nushagak,700,1,Nushagak
4891,2010,325,2,2,2,2.100984507,2015,Nushagak,700,1,Nushagak
4892,2010,325,2,2,3,3.717369674,2016,Nushagak,700,1,Nushagak
4893,2010,325,2,2,4,0,2017,Nushagak,700,1,Nushagak
4894,2010,325,2,3,1,0,2015,Nushagak,700,1,Nushagak
4895,2010,325,2,3,2,0,2016,Nushagak,700,1,Nushagak
4896,2010,325,2,3,3,0,2017,Nushagak,700,1,Nushagak
4897,2010,325,2,3,4,0,2018,Nushagak,700,1,Nushagak
4898,2011,325,2,0,1,0,2013,Nushagak,700,1,Nushagak
4899,2011,325,2,0,2,0,2014,Nushagak,700,1,Nushagak
4900,2011,325,2,0,3,18.24467724,2015,Nushagak,700,1,Nushagak
4901,2011,325,2,0,4,3.32E-12,2016,Nushagak,700,1,Nushagak
4902,2011,325,2,0,5,0,2017,Nushagak,700,1,Nushagak
4903,2011,325,2,1,1,1.04E-12,2014,Nushagak,700,1,Nushagak
4904,2011,325,2,1,2,206.7942972,2015,Nushagak,700,1,Nushagak
4905,2011,325,2,1,3,2060.681746,2016,Nushagak,700,1,Nushagak
4906,2011,325,2,1,4,103.1375381,2017,Nushagak,700,1,Nushagak
4907,2011,325,2,1,5,0,2018,Nushagak,700,1,Nushagak
4908,2011,325,2,2,1,0,2015,Nushagak,700,1,Nushagak
4909,2011,325,2,2,2,3.339268838,2016,Nushagak,700,1,Nushagak
4910,2011,325,2,2,3,36.73058023,2017,Nushagak,700,1,Nushagak
4911,2011,325,2,2,4,0,2018,Nushagak,700,1,Nushagak
4912,2011,325,2,3,1,0,2016,Nushagak,700,1,Nushagak
4913,2011,325,2,3,2,0,2017,Nushagak,700,1,Nushagak
4914,2011,325,2,3,3,5.46E-12,2018,Nushagak,700,1,Nushagak
4915,2011,325,2,3,4,0,2019,Nushagak,700,1,Nushagak
4916,2012,325,2,0,1,0,2014,Nushagak,700,1,Nushagak
4917,2012,325,2,0,2,0,2015,Nushagak,700,1,Nushagak
4918,2012,325,2,0,3,0.009100648,2016,Nushagak,700,1,Nushagak
4919,2012,325,2,0,4,0,2017,Nushagak,700,1,Nushagak
4920,2012,325,2,0,5,0,2018,Nushagak,700,1,Nushagak
4921,2012,325,2,1,1,9.49E-13,2015,Nushagak,700,1,Nushagak
4922,2012,325,2,1,2,486.2577202,2016,Nushagak,700,1,Nushagak
4923,2012,325,2,1,3,4407.859518,2017,Nushagak,700,1,Nushagak
4924,2012,325,2,1,4,70.63102169,2018,Nushagak,700,1,Nushagak
4925,2012,325,2,1,5,0,2019,Nushagak,700,1,Nushagak
4926,2012,325,2,2,1,0,2016,Nushagak,700,1,Nushagak
4927,2012,325,2,2,2,52.48221441,2017,Nushagak,700,1,Nushagak
4928,2012,325,2,2,3,97.08927043,2018,Nushagak,700,1,Nushagak
4929,2012,325,2,2,4,0,2019,Nushagak,700,1,Nushagak
4930,2012,325,2,3,1,0,2017,Nushagak,700,1,Nushagak
4931,2012,325,2,3,2,0,2018,Nushagak,700,1,Nushagak
4932,2012,325,2,3,3,0,2019,Nushagak,700,1,Nushagak
4933,2012,325,2,3,4,0,2020,Nushagak,700,1,Nushagak
4934,2013,325,2,0,1,0,2015,Nushagak,700,1,Nushagak
4935,2013,325,2,0,2,0,2016,Nushagak,700,1,Nushagak
4936,2013,325,2,0,3,0,2017,Nushagak,700,1,Nushagak
4937,2013,325,2,0,4,0,2018,Nushagak,700,1,Nushagak
4938,2013,325,2,0,5,0,2019,Nushagak,700,1,Nushagak
4939,2013,325,2,1,1,5.632105466,2016,Nushagak,700,1,Nushagak
4940,2013,325,2,1,2,3586.57085,2017,Nushagak,700,1,Nushagak
4941,2013,325,2,1,3,8286.002141,2018,Nushagak,700,1,Nushagak
4942,2013,325,2,1,4,38.71788519,2019,Nushagak,700,1,Nushagak
4943,2013,325,2,1,5,0,2020,Nushagak,700,1,Nushagak
4944,2013,325,2,2,1,0,2017,Nushagak,700,1,Nushagak
4945,2013,325,2,2,2,13.70171407,2018,Nushagak,700,1,Nushagak
4946,2013,325,2,2,3,59.61688651,2019,Nushagak,700,1,Nushagak
4947,2013,325,2,2,4,0,2020,Nushagak,700,1,Nushagak
4948,2013,325,2,3,1,0,2018,Nushagak,700,1,Nushagak
4949,2013,325,2,3,2,0,2019,Nushagak,700,1,Nushagak
4950,2013,325,2,3,3,0,2020,Nushagak,700,1,Nushagak
4951,2013,325,2,3,4,1.05E-09,2021,Nushagak,700,1,Nushagak
4952,2014,325,2,0,1,0,2016,Nushagak,700,1,Nushagak
4953,2014,325,2,0,2,0,2017,Nushagak,700,1,Nushagak
4954,2014,325,2,0,3,5.46E-12,2018,Nushagak,700,1,Nushagak
4955,2014,325,2,0,4,0,2019,Nushagak,700,1,Nushagak
4956,2014,325,2,0,5,0,2020,Nushagak,700,1,Nushagak
4957,2014,325,2,1,1,12.58768217,2017,Nushagak,700,1,Nushagak
4958,2014,325,2,1,2,1124.540617,2018,Nushagak,700,1,Nushagak
4959,2014,325,2,1,3,3630.434378,2019,Nushagak,700,1,Nushagak
4960,2014,325,2,1,4,23.05262708,2020,Nushagak,700,1,Nushagak
4961,2014,325,2,1,5,1.05E-09,2021,Nushagak,700,1,Nushagak
4962,2014,325,2,2,1,3.64E-12,2018,Nushagak,700,1,Nushagak
4963,2014,325,2,2,2,65.78694837,2019,Nushagak,700,1,Nushagak
4964,2014,325,2,2,3,13.47723593,2020,Nushagak,700,1,Nushagak
4965,2014,325,2,2,4,9.402750863,2021,Nushagak,700,1,Nushagak
4966,2014,325,2,3,1,0,2019,Nushagak,700,1,Nushagak
4967,2014,325,2,3,2,0,2020,Nushagak,700,1,Nushagak
4968,2014,325,2,3,3,1.05E-09,2021,Nushagak,700,1,Nushagak
4969,2015,325,2,0,1,0,2017,Nushagak,700,1,Nushagak
4970,2015,325,2,0,2,0,2018,Nushagak,700,1,Nushagak
4971,2015,325,2,0,3,0,2019,Nushagak,700,1,Nushagak
4972,2015,325,2,0,4,0,2020,Nushagak,700,1,Nushagak
4973,2015,325,2,0,5,1.05E-09,2021,Nushagak,700,1,Nushagak
4974,2015,325,2,1,1,10.2141696,2018,Nushagak,700,1,Nushagak
4975,2015,325,2,1,2,504.8798482,2019,Nushagak,700,1,Nushagak
4976,2015,325,2,1,3,1871.659882,2020,Nushagak,700,1,Nushagak
4977,2015,325,2,1,4,38.86444526,2021,Nushagak,700,1,Nushagak
4978,2015,325,2,2,1,0.030894867,2019,Nushagak,700,1,Nushagak
4979,2015,325,2,2,2,9.783418048,2020,Nushagak,700,1,Nushagak
4980,2015,325,2,2,3,34.02884058,2021,Nushagak,700,1,Nushagak
4981,2015,325,2,3,1,0,2020,Nushagak,700,1,Nushagak
4982,2015,325,2,3,2,1.05E-09,2021,Nushagak,700,1,Nushagak
4983,2016,325,2,0,1,0,2018,Nushagak,700,1,Nushagak
4984,2016,325,2,0,2,0,2019,Nushagak,700,1,Nushagak
4985,2016,325,2,0,3,0,2020,Nushagak,700,1,Nushagak
4986,2016,325,2,0,4,1.05E-09,2021,Nushagak,700,1,Nushagak
4987,2016,325,2,1,1,7.129228087,2019,Nushagak,700,1,Nushagak
4988,2016,325,2,1,2,1701.541749,2020,Nushagak,700,1,Nushagak
4989,2016,325,2,1,3,6221.195755,2021,Nushagak,700,1,Nushagak
4990,2016,325,2,2,1,0,2020,Nushagak,700,1,Nushagak
4991,2016,325,2,2,2,179.5584904,2021,Nushagak,700,1,Nushagak
4992,2016,325,2,3,1,1.05E-09,2021,Nushagak,700,1,Nushagak
4993,2017,325,2,0,1,0,2019,Nushagak,700,1,Nushagak
4994,2017,325,2,0,2,0,2020,Nushagak,700,1,Nushagak
4995,2017,325,2,0,3,1.05E-09,2021,Nushagak,700,1,Nushagak
4996,2017,325,2,1,1,6.001989105,2020,Nushagak,700,1,Nushagak
4997,2017,325,2,1,2,8582.943507,2021,Nushagak,700,1,Nushagak
4998,2017,325,2,2,1,1.05E-09,2021,Nushagak,700,1,Nushagak
4999,2018,325,2,0,1,0,2020,Nushagak,700,1,Nushagak
5000,2018,325,2,0,2,1.05E-09,2021,Nushagak,700,1,Nushagak
5001,2018,325,2,1,1,4.748095931,2021,Nushagak,700,1,Nushagak
5002,2019,325,2,0,1,1.05E-09,2021,Nushagak,700,1,Nushagak
5003,1955,324,4,3,4,0,1963,Kvichak,100,2,Naknek-Kvichak
5004,1956,324,4,1,5,0,1963,Kvichak,100,2,Naknek-Kvichak
5005,1956,324,4,2,4,0,1963,Kvichak,100,2,Naknek-Kvichak
5006,1956,324,4,3,3,1.82E-12,1963,Kvichak,100,2,Naknek-Kvichak
5007,1956,324,4,3,4,0,1964,Kvichak,100,2,Naknek-Kvichak
5008,1957,324,4,0,5,0,1963,Kvichak,100,2,Naknek-Kvichak
5009,1957,324,4,1,4,1.413216102,1963,Kvichak,100,2,Naknek-Kvichak
5010,1957,324,4,1,5,0,1964,Kvichak,100,2,Naknek-Kvichak
5011,1957,324,4,2,3,203.6608603,1963,Kvichak,100,2,Naknek-Kvichak
5012,1957,324,4,2,4,0,1964,Kvichak,100,2,Naknek-Kvichak
5013,1957,324,4,3,2,1.21E-12,1963,Kvichak,100,2,Naknek-Kvichak
5014,1957,324,4,3,3,1.36E-07,1964,Kvichak,100,2,Naknek-Kvichak
5015,1957,324,4,3,4,0,1965,Kvichak,100,2,Naknek-Kvichak
5016,1958,324,4,0,4,0,1963,Kvichak,100,2,Naknek-Kvichak
5017,1958,324,4,0,5,0,1964,Kvichak,100,2,Naknek-Kvichak
5018,1958,324,4,1,3,32.83821362,1963,Kvichak,100,2,Naknek-Kvichak
5019,1958,324,4,1,4,6.053050182,1964,Kvichak,100,2,Naknek-Kvichak
5020,1958,324,4,1,5,0,1965,Kvichak,100,2,Naknek-Kvichak
5021,1958,324,4,2,2,139.9620118,1963,Kvichak,100,2,Naknek-Kvichak
5022,1958,324,4,2,3,59.11510509,1964,Kvichak,100,2,Naknek-Kvichak
5023,1958,324,4,2,4,0,1965,Kvichak,100,2,Naknek-Kvichak
5024,1958,324,4,3,1,0,1963,Kvichak,100,2,Naknek-Kvichak
5025,1958,324,4,3,2,1.14E-07,1964,Kvichak,100,2,Naknek-Kvichak
5026,1958,324,4,3,3,6.47E-12,1965,Kvichak,100,2,Naknek-Kvichak
5027,1958,324,4,3,4,0,1966,Kvichak,100,2,Naknek-Kvichak
5028,1959,324,4,0,3,0,1963,Kvichak,100,2,Naknek-Kvichak
5029,1959,324,4,0,4,0,1964,Kvichak,100,2,Naknek-Kvichak
5030,1959,324,4,0,5,0,1965,Kvichak,100,2,Naknek-Kvichak
5031,1959,324,4,1,2,236.513574,1963,Kvichak,100,2,Naknek-Kvichak
5032,1959,324,4,1,3,3.64E-05,1964,Kvichak,100,2,Naknek-Kvichak
5033,1959,324,4,1,4,6.47E-12,1965,Kvichak,100,2,Naknek-Kvichak
5034,1959,324,4,1,5,0,1966,Kvichak,100,2,Naknek-Kvichak
5035,1959,324,4,2,1,0.950676474,1963,Kvichak,100,2,Naknek-Kvichak
5036,1959,324,4,2,2,208.4889748,1964,Kvichak,100,2,Naknek-Kvichak
5037,1959,324,4,2,3,5.451374556,1965,Kvichak,100,2,Naknek-Kvichak
5038,1959,324,4,2,4,4.50E-12,1966,Kvichak,100,2,Naknek-Kvichak
5039,1959,324,4,3,1,0,1964,Kvichak,100,2,Naknek-Kvichak
5040,1959,324,4,3,2,2.236305255,1965,Kvichak,100,2,Naknek-Kvichak
5041,1959,324,4,3,3,7.22E-12,1966,Kvichak,100,2,Naknek-Kvichak
5042,1959,324,4,3,4,0,1967,Kvichak,100,2,Naknek-Kvichak
5043,1960,324,4,0,2,0,1963,Kvichak,100,2,Naknek-Kvichak
5044,1960,324,4,0,3,0,1964,Kvichak,100,2,Naknek-Kvichak
5045,1960,324,4,0,4,0,1965,Kvichak,100,2,Naknek-Kvichak
5046,1960,324,4,0,5,0,1966,Kvichak,100,2,Naknek-Kvichak
5047,1960,324,4,1,1,0,1963,Kvichak,100,2,Naknek-Kvichak
5048,1960,324,4,1,2,1017.276972,1964,Kvichak,100,2,Naknek-Kvichak
5049,1960,324,4,1,3,456.1900236,1965,Kvichak,100,2,Naknek-Kvichak
5050,1960,324,4,1,4,3.127999673,1966,Kvichak,100,2,Naknek-Kvichak
5051,1960,324,4,1,5,0,1967,Kvichak,100,2,Naknek-Kvichak
5052,1960,324,4,2,1,889.1490684,1964,Kvichak,100,2,Naknek-Kvichak
5053,1960,324,4,2,2,47748.18266,1965,Kvichak,100,2,Naknek-Kvichak
5054,1960,324,4,2,3,6282.091617,1966,Kvichak,100,2,Naknek-Kvichak
5055,1960,324,4,2,4,0,1967,Kvichak,100,2,Naknek-Kvichak
5056,1960,324,4,3,1,0,1965,Kvichak,100,2,Naknek-Kvichak
5057,1960,324,4,3,2,11.62536205,1966,Kvichak,100,2,Naknek-Kvichak
5058,1960,324,4,3,3,4.061051299,1967,Kvichak,100,2,Naknek-Kvichak
5059,1960,324,4,3,4,0,1968,Kvichak,100,2,Naknek-Kvichak
5060,1961,324,4,0,1,0,1963,Kvichak,100,2,Naknek-Kvichak
5061,1961,324,4,0,2,1.601853559,1964,Kvichak,100,2,Naknek-Kvichak
5062,1961,324,4,0,3,6.47E-12,1965,Kvichak,100,2,Naknek-Kvichak
5063,1961,324,4,0,4,0,1966,Kvichak,100,2,Naknek-Kvichak
5064,1961,324,4,0,5,0,1967,Kvichak,100,2,Naknek-Kvichak
5065,1961,324,4,1,1,0,1964,Kvichak,100,2,Naknek-Kvichak
5066,1961,324,4,1,2,415.2445551,1965,Kvichak,100,2,Naknek-Kvichak
5067,1961,324,4,1,3,201.5926882,1966,Kvichak,100,2,Naknek-Kvichak
5068,1961,324,4,1,4,8.45E-12,1967,Kvichak,100,2,Naknek-Kvichak
5069,1961,324,4,1,5,0,1968,Kvichak,100,2,Naknek-Kvichak
5070,1961,324,4,2,1,1.62E-11,1965,Kvichak,100,2,Naknek-Kvichak
5071,1961,324,4,2,2,2307.308591,1966,Kvichak,100,2,Naknek-Kvichak
5072,1961,324,4,2,3,647.5604118,1967,Kvichak,100,2,Naknek-Kvichak
5073,1961,324,4,2,4,4.67E-12,1968,Kvichak,100,2,Naknek-Kvichak
5074,1961,324,4,3,1,0,1966,Kvichak,100,2,Naknek-Kvichak
5075,1961,324,4,3,2,5.315710449,1967,Kvichak,100,2,Naknek-Kvichak
5076,1961,324,4,3,3,2.310747932,1968,Kvichak,100,2,Naknek-Kvichak
5077,1961,324,4,3,4,0,1969,Kvichak,100,2,Naknek-Kvichak
5078,1962,324,4,0,1,0,1964,Kvichak,100,2,Naknek-Kvichak
5079,1962,324,4,0,2,0,1965,Kvichak,100,2,Naknek-Kvichak
5080,1962,324,4,0,3,2.71E-12,1966,Kvichak,100,2,Naknek-Kvichak
5081,1962,324,4,0,4,0,1967,Kvichak,100,2,Naknek-Kvichak
5082,1962,324,4,0,5,0,1968,Kvichak,100,2,Naknek-Kvichak
5083,1962,324,4,1,1,6.47E-12,1965,Kvichak,100,2,Naknek-Kvichak
5084,1962,324,4,1,2,107.8167146,1966,Kvichak,100,2,Naknek-Kvichak
5085,1962,324,4,1,3,133.1725482,1967,Kvichak,100,2,Naknek-Kvichak
5086,1962,324,4,1,4,5.09E-12,1968,Kvichak,100,2,Naknek-Kvichak
5087,1962,324,4,1,5,0,1969,Kvichak,100,2,Naknek-Kvichak
5088,1962,324,4,2,1,1.970009896,1966,Kvichak,100,2,Naknek-Kvichak
5089,1962,324,4,2,2,4720.118384,1967,Kvichak,100,2,Naknek-Kvichak
5090,1962,324,4,2,3,534.8511763,1968,Kvichak,100,2,Naknek-Kvichak
5091,1962,324,4,2,4,0,1969,Kvichak,100,2,Naknek-Kvichak
5092,1962,324,4,3,1,0,1967,Kvichak,100,2,Naknek-Kvichak
5093,1962,324,4,3,2,8.962946811,1968,Kvichak,100,2,Naknek-Kvichak
5094,1962,324,4,3,3,3.36E-12,1969,Kvichak,100,2,Naknek-Kvichak
5095,1962,324,4,3,4,0,1970,Kvichak,100,2,Naknek-Kvichak
5096,1963,324,4,0,1,0,1965,Kvichak,100,2,Naknek-Kvichak
5097,1963,324,4,0,2,0,1966,Kvichak,100,2,Naknek-Kvichak
5098,1963,324,4,0,3,0.606383941,1967,Kvichak,100,2,Naknek-Kvichak
5099,1963,324,4,0,4,0,1968,Kvichak,100,2,Naknek-Kvichak
5100,1963,324,4,0,5,0,1969,Kvichak,100,2,Naknek-Kvichak
5101,1963,324,4,1,1,0,1966,Kvichak,100,2,Naknek-Kvichak
5102,1963,324,4,1,2,31.23147746,1967,Kvichak,100,2,Naknek-Kvichak
5103,1963,324,4,1,3,80.02254951,1968,Kvichak,100,2,Naknek-Kvichak
5104,1963,324,4,1,4,1.04E-11,1969,Kvichak,100,2,Naknek-Kvichak
5105,1963,324,4,1,5,0,1970,Kvichak,100,2,Naknek-Kvichak
5106,1963,324,4,2,1,0.112552686,1967,Kvichak,100,2,Naknek-Kvichak
5107,1963,324,4,2,2,925.5283614,1968,Kvichak,100,2,Naknek-Kvichak
5108,1963,324,4,2,3,336.8128381,1969,Kvichak,100,2,Naknek-Kvichak
5109,1963,324,4,2,4,0,1970,Kvichak,100,2,Naknek-Kvichak
5110,1963,324,4,3,1,0,1968,Kvichak,100,2,Naknek-Kvichak
5111,1963,324,4,3,2,1.24E-11,1969,Kvichak,100,2,Naknek-Kvichak
5112,1963,324,4,3,3,13.90169847,1970,Kvichak,100,2,Naknek-Kvichak
5113,1963,324,4,3,4,0,1971,Kvichak,100,2,Naknek-Kvichak
5114,1964,324,4,0,1,0,1966,Kvichak,100,2,Naknek-Kvichak
5115,1964,324,4,0,2,0,1967,Kvichak,100,2,Naknek-Kvichak
5116,1964,324,4,0,3,4.63E-12,1968,Kvichak,100,2,Naknek-Kvichak
5117,1964,324,4,0,4,0,1969,Kvichak,100,2,Naknek-Kvichak
5118,1964,324,4,0,5,0,1970,Kvichak,100,2,Naknek-Kvichak
5119,1964,324,4,1,1,3.244007648,1967,Kvichak,100,2,Naknek-Kvichak
5120,1964,324,4,1,2,2288.423175,1968,Kvichak,100,2,Naknek-Kvichak
5121,1964,324,4,1,3,288.3707298,1969,Kvichak,100,2,Naknek-Kvichak
5122,1964,324,4,1,4,3.941437727,1970,Kvichak,100,2,Naknek-Kvichak
5123,1964,324,4,1,5,0,1971,Kvichak,100,2,Naknek-Kvichak
5124,1964,324,4,2,1,111.8817326,1968,Kvichak,100,2,Naknek-Kvichak
5125,1964,324,4,2,2,2613.880916,1969,Kvichak,100,2,Naknek-Kvichak
5126,1964,324,4,2,3,446.0993647,1970,Kvichak,100,2,Naknek-Kvichak
5127,1964,324,4,2,4,0,1971,Kvichak,100,2,Naknek-Kvichak
5128,1964,324,4,3,1,0,1969,Kvichak,100,2,Naknek-Kvichak
5129,1964,324,4,3,2,6.605651294,1970,Kvichak,100,2,Naknek-Kvichak
5130,1964,324,4,3,3,1.067792568,1971,Kvichak,100,2,Naknek-Kvichak
5131,1964,324,4,3,4,0,1972,Kvichak,100,2,Naknek-Kvichak
5132,1965,324,4,0,1,0,1967,Kvichak,100,2,Naknek-Kvichak
5133,1965,324,4,0,2,0,1968,Kvichak,100,2,Naknek-Kvichak
5134,1965,324,4,0,3,0,1969,Kvichak,100,2,Naknek-Kvichak
5135,1965,324,4,0,4,0,1970,Kvichak,100,2,Naknek-Kvichak
5136,1965,324,4,0,5,0,1971,Kvichak,100,2,Naknek-Kvichak
5137,1965,324,4,1,1,23.98340613,1968,Kvichak,100,2,Naknek-Kvichak
5138,1965,324,4,1,2,10321.8643,1969,Kvichak,100,2,Naknek-Kvichak
5139,1965,324,4,1,3,299.7927921,1970,Kvichak,100,2,Naknek-Kvichak
5140,1965,324,4,1,4,2.07E-11,1971,Kvichak,100,2,Naknek-Kvichak
5141,1965,324,4,1,5,0,1972,Kvichak,100,2,Naknek-Kvichak
5142,1965,324,4,2,1,485.6287617,1969,Kvichak,100,2,Naknek-Kvichak
5143,1965,324,4,2,2,33528.68052,1970,Kvichak,100,2,Naknek-Kvichak
5144,1965,324,4,2,3,1159.447181,1971,Kvichak,100,2,Naknek-Kvichak
5145,1965,324,4,2,4,3.86E-12,1972,Kvichak,100,2,Naknek-Kvichak
5146,1965,324,4,3,1,0,1970,Kvichak,100,2,Naknek-Kvichak
5147,1965,324,4,3,2,1.291706167,1971,Kvichak,100,2,Naknek-Kvichak
5148,1965,324,4,3,3,6.76E-12,1972,Kvichak,100,2,Naknek-Kvichak
5149,1965,324,4,3,4,0,1973,Kvichak,100,2,Naknek-Kvichak
5150,1966,324,4,0,1,0,1968,Kvichak,100,2,Naknek-Kvichak
5151,1966,324,4,0,2,4.762741807,1969,Kvichak,100,2,Naknek-Kvichak
5152,1966,324,4,0,3,6.81E-12,1970,Kvichak,100,2,Naknek-Kvichak
5153,1966,324,4,0,4,4.14E-12,1971,Kvichak,100,2,Naknek-Kvichak
5154,1966,324,4,0,5,0,1972,Kvichak,100,2,Naknek-Kvichak
5155,1966,324,4,1,1,3.428680643,1969,Kvichak,100,2,Naknek-Kvichak
5156,1966,324,4,1,2,524.3216016,1970,Kvichak,100,2,Naknek-Kvichak
5157,1966,324,4,1,3,885.8779352,1971,Kvichak,100,2,Naknek-Kvichak
5158,1966,324,4,1,4,3.86E-12,1972,Kvichak,100,2,Naknek-Kvichak
5159,1966,324,4,1,5,0,1973,Kvichak,100,2,Naknek-Kvichak
